file_name,entropy_mean,edges_mean,saliency_total,glcm_contrast_mean,glcm_correlation_mean,glcm_energy_mean,glcm_homogeneity_mean,hog_mean
094362_512_512.jpg,3.78890051008857,8.19047994682639,0.06114260241601942,29.802922249893605,1.0706029753891273,0.04566562504698399,0.5613384190422733,0.21521160229828842
094363_512_512.jpg,4.952052139308654,10.902162444758897,0.07342937979022754,37.88270767079456,1.3096042566910586,0.04834081986022579,0.711266748503782,0.2411249337517368
094364_512_512.jpg,4.177574686265851,9.757139513477709,0.06525944514855425,40.84331049615869,1.134117764159701,0.04028639195788493,0.5251950997358033,0.21495154918282647
094365_512_512.jpg,4.143116101262762,8.86476683862309,0.07455691702746674,35.41457152653758,1.064780295076357,0.04797289402464638,0.8999762167825246,0.22667595380158506
094366_512_512.jpg,3.8430472069467614,10.701663208055727,0.08785742761274848,31.25865986408178,1.2197707599952283,0.040132655320968026,0.5715951688562453,0.23656841228921777
094367_512_512.jpg,3.9904310697210983,9.510859509820783,0.10336771780476557,33.31263221554442,1.434303962635787,0.05217408982206934,0.7282059257113976,0.22038013108014187
094368_512_512.jpg,4.441801429307938,7.974884500389799,0.07919023922410029,28.89116895581075,1.1994389399801342,0.04315231307094478,0.793629185532338,0.22728128150823915
094369_512_512.jpg,4.154228771276525,8.21173299908223,0.0798475354458854,39.54403692596233,1.4522063508338263,0.06295492861770521,0.5939032419511452,0.1753714496207622
094370_512_512.jpg,3.618149074728137,6.932014777192075,0.08234923908863603,26.53809777168084,1.3082908991704416,0.0452924439833608,0.8443096748527446,0.2446547612427128
094371_512_512.jpg,3.6129755592082287,7.676627511050111,0.10240961092137887,36.29770312397035,1.1748806080046816,0.04029875157177978,0.5873733930491561,0.19318533086189896
094372_512_512.jpg,4.9615347868379365,6.8304952534495555,0.10320923035650878,39.352478391351355,1.2167095516984052,0.05831731471755994,0.7476427898924334,0.22306379913993224
094373_512_512.jpg,3.80150973130278,6.249249350933946,0.09550754972815247,34.558613787822864,1.420845522552722,0.05721358250723206,0.6316113434405063,0.2452901608494315
094374_512_512.jpg,4.240845002146043,9.426057678215564,0.1092014883365417,34.21042884732548,1.243044594502098,0.06178239807772238,0.6453503071918002,0.2070810822050794
094375_512_512.jpg,3.9723683525280515,9.270094547506622,0.10984387458168596,31.4456532311603,1.18027515668253,0.05450878038180919,0.8003729980989025,0.1891149743718901
094376_512_512.jpg,4.217098574827646,4.388156828349279,0.10459315084932373,35.58927561344255,1.3474754051370301,0.05184618688990286,0.6512238457961003,0.11001812489261348
094377_512_512.jpg,3.7481255507792275,5.6341002786808225,0.09530343975173988,33.31996305546154,1.2433469049516268,0.03626945820870683,0.638102150839109,0.1999778414983246
094378_512_512.jpg,3.896381316645813,7.214845845751082,0.08491089643172715,33.29423477729271,1.0073657636129991,0.052696079443728054,0.9877474093840333,0.19092671039552017
094379_512_512.jpg,3.717524100089587,5.829181906282115,0.07495632482102155,30.919986247265545,1.3072400214501543,0.043464501884635035,0.6379669901840356,0.19682608154879414
094380_512_512.jpg,4.7478015785304635,10.521896446785824,0.09375664933442415,38.153081259507076,1.2321323254187302,0.054222642459394156,0.7885526829959502,0.2332158512997273
094381_512_512.jpg,4.055898556399422,6.300762681309301,0.05522603609272055,43.5095240801737,1.2060945816879183,0.058912023314141373,0.6403901242997259,0.16053700689118974
094382_512_512.jpg,3.808358033016957,5.918923902825259,0.04498148498320899,34.286055543216506,1.2139421524390663,0.05345176143655741,0.8895983868230539,0.2489309701833923
